shipment_id,departure_timestamp,origin_port,destination_port,origin_region,destination_region,route_corridor,ocean_side,vessel_type,cargo_type,distance_nm,avg_speed_knots,baseline_eta_days,weather_delay_days,port_handling_days,geopolitical_event,geopolitical_delay_days,expected_delay_days,adjusted_eta_days,risk_score,freight_cost_index,baseline_arrival_timestamp,adjusted_arrival_timestamp,delay_class
SHP-0005740,2025-04-28 02:00:00,Santos,Los Angeles,South America,North America,Panama Corridor,Atlantic-Pacific Side,Tanker,Electronics,5906.0,14.6,16.83,0.92,0.66,None,0.0,1.58,18.41,0.282,1.032,2025-05-14 21:58:29.252070203,2025-05-16 11:57:32.232770481,delayed
SHP-0005741,2025-12-05 22:00:00,Houston,Los Angeles,North America,North America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,1357.5,13.9,4.07,0.26,1.45,Hormuz Tension,2.72,4.43,8.5,0.706,1.218,2025-12-09 23:45:51.912430315,2025-12-14 10:07:06.358344314,critical_delay
SHP-0005742,2025-08-25 06:00:00,Shanghai,Dubai,East Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,3955.7,17.3,9.54,0.68,0.91,None,0.0,1.59,11.13,0.282,1.032,2025-09-03 18:54:35.549695895,2025-09-05 09:01:10.012120037,delayed
SHP-0005743,2025-11-18 11:00:00,Shanghai,Dubai,East Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,3955.7,13.9,11.9,0.0,1.53,None,0.0,1.53,13.42,0.277,1.031,2025-11-30 08:29:50.874442658,2025-12-01 21:11:47.235812519,delayed
SHP-0005744,2025-10-01 15:00:00,Durban,Sydney,Africa,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Machinery,6492.4,17.3,15.67,1.28,1.52,Suez Disruption,2.6,5.4,21.07,0.756,1.223,2025-10-17 07:06:56.962336775,2025-10-22 16:46:57.928597665,critical_delay
SHP-0005745,2025-05-25 03:00:00,Houston,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Machinery,8093.2,17.5,19.22,0.18,1.36,None,0.0,1.54,20.76,0.278,1.031,2025-06-13 08:21:12.327813069,2025-06-14 21:12:10.801447689,delayed
SHP-0005746,2025-09-12 21:00:00,Shanghai,Santos,East Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,11429.9,15.7,30.36,0.02,0.52,None,0.0,0.54,30.9,0.195,1.011,2025-10-13 05:33:34.541911339,2025-10-13 18:32:12.168988506,on_time
SHP-0005747,2025-06-16 08:00:00,Houston,Shanghai,North America,East Asia,Pacific Crossing,Pacific Side,Container,Electronics,6716.7,16.5,16.99,0.82,1.22,None,0.0,2.04,19.03,0.32,1.041,2025-07-03 07:46:43.920904935,2025-07-05 08:40:18.885429877,delayed
SHP-0005748,2025-11-23 13:00:00,Rotterdam,Singapore,Europe,Southeast Asia,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Electronics,6139.1,12.5,20.42,0.76,0.44,None,0.0,1.21,21.62,0.25,1.024,2025-12-13 23:03:09.519110349,2025-12-15 03:58:35.722551941,on_time
SHP-0005749,2025-01-09 11:00:00,Singapore,Sydney,Southeast Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,3881.8,14.3,11.27,1.43,1.21,None,0.0,2.64,13.91,0.37,1.053,2025-01-20 17:35:34.964865427,2025-01-23 08:53:49.289191039,delayed
SHP-0005750,2025-04-26 15:00:00,Dubai,Santos,Middle East,South America,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,7517.6,15.6,20.1,1.22,0.72,None,0.0,1.94,22.05,0.312,1.039,2025-05-16 17:28:16.881740083,2025-05-18 16:06:10.004626212,delayed
SHP-0005751,2025-03-25 00:00:00,Los Angeles,Rotterdam,North America,Europe,Atlantic Crossing,Atlantic Side,Tanker,Electronics,4851.5,16.5,12.23,0.87,1.31,None,0.0,2.17,14.41,0.331,1.043,2025-04-06 05:38:15.069396312,2025-04-08 09:44:23.214243508,delayed
SHP-0005752,2025-04-04 11:00:00,Singapore,Shanghai,Southeast Asia,East Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,2342.6,17.0,5.75,0.0,0.85,None,0.0,0.85,6.6,0.221,1.017,2025-04-10 04:58:33.549545890,2025-04-11 01:27:52.838314499,on_time
SHP-0005753,2025-12-21 02:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Container,Auto Parts,8812.3,15.6,23.6,0.9,0.64,None,0.0,1.53,25.13,0.278,1.031,2026-01-13 16:19:52.474315468,2026-01-15 05:06:13.456991197,delayed
SHP-0005754,2025-03-12 07:00:00,Rotterdam,Sydney,Europe,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Auto Parts,10273.3,11.9,36.11,0.29,1.64,Hormuz Tension,2.24,4.17,40.29,0.652,1.19,2025-04-17 09:44:36.048621698,2025-04-21 13:53:34.947795266,critical_delay
SHP-0005755,2025-06-21 05:00:00,Durban,Mumbai,Africa,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Textiles,4339.4,21.5,8.42,1.11,1.78,None,0.0,2.89,11.31,0.391,1.058,2025-06-29 15:01:34.386006175,2025-07-02 12:25:22.495532122,delayed
SHP-0005756,2025-03-19 12:00:00,Durban,Houston,Africa,North America,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,9167.1,22.7,16.81,0.8,1.1,None,0.0,1.9,18.71,0.309,1.038,2025-04-05 07:22:45.443826762,2025-04-07 05:02:27.784524707,delayed
SHP-0005757,2025-08-04 16:00:00,Shanghai,Rotterdam,East Asia,Europe,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Electronics,5205.9,11.3,19.19,0.79,0.65,None,0.0,1.44,20.63,0.27,1.029,2025-08-23 20:35:00.512254348,2025-08-25 07:09:15.363371969,on_time
SHP-0005758,2025-01-31 02:00:00,Shanghai,Houston,East Asia,North America,Pacific Crossing,Pacific Side,Bulk Carrier,Auto Parts,6716.7,13.6,20.54,0.72,0.63,None,0.0,1.36,21.9,0.263,1.027,2025-02-20 14:57:34.605322456,2025-02-21 23:32:35.045234848,on_time
SHP-0005759,2025-12-30 08:00:00,Houston,Shanghai,North America,East Asia,Pacific Crossing,Pacific Side,Bulk Carrier,Textiles,6716.7,12.6,22.29,0.42,1.47,Port Strike,1.5,3.39,25.68,0.537,1.132,2026-01-21 14:58:25.757411963,2026-01-25 00:18:04.780449025,delayed
SHP-0005760,2025-07-23 21:00:00,Durban,Dubai,Africa,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Auto Parts,4091.2,11.0,15.49,0.15,1.08,None,0.0,1.23,16.72,0.252,1.025,2025-08-08 08:43:06.612909738,2025-08-09 14:12:09.609824364,on_time
SHP-0005761,2025-01-15 07:00:00,Mumbai,Rotterdam,South Asia,Europe,Suez Corridor,Indian-Atlantic Side,Container,Textiles,3936.1,18.2,9.03,1.3,0.44,None,0.0,1.74,10.77,0.295,1.035,2025-01-24 07:44:33.825882946,2025-01-26 01:24:18.727101938,delayed
SHP-0005762,2025-08-13 22:00:00,Singapore,Houston,Southeast Asia,North America,Pacific Crossing,Pacific Side,Container,Machinery,8812.3,17.7,20.77,0.86,1.27,None,0.0,2.13,22.91,0.328,1.043,2025-09-03 16:33:02.892726780,2025-09-05 19:46:36.960975946,delayed
SHP-0005763,2025-12-17 00:00:00,Singapore,Santos,Southeast Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,9809.7,16.3,25.07,0.41,0.47,None,0.0,0.88,25.95,0.223,1.018,2026-01-11 01:36:07.773592726,2026-01-11 22:41:36.681919347,on_time
SHP-0005764,2025-07-17 08:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,8263.9,15.3,22.54,0.0,0.46,None,0.0,0.46,22.99,0.188,1.009,2025-08-08 20:52:16.378793109,2025-08-09 07:51:58.642332419,on_time
SHP-0005765,2025-05-22 22:00:00,Singapore,Durban,Southeast Asia,Africa,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,5190.8,17.9,12.11,0.56,1.32,None,0.0,1.88,13.99,0.306,1.038,2025-06-04 00:37:10.055476885,2025-06-05 21:41:12.204858517,delayed
SHP-0005766,2025-02-08 07:00:00,Houston,Shanghai,North America,East Asia,Pacific Crossing,Pacific Side,Container,Textiles,6716.7,21.1,13.26,1.69,1.69,None,0.0,3.37,16.64,0.431,1.067,2025-02-21 13:20:22.174017149,2025-02-24 22:20:03.960769692,delayed
SHP-0005767,2025-08-31 11:00:00,Dubai,Houston,Middle East,North America,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,8093.2,16.5,20.39,0.67,1.37,Port Strike,1.04,3.08,23.47,0.479,1.106,2025-09-20 20:15:26.407146902,2025-09-23 22:09:41.911896715,delayed
SHP-0005768,2025-03-27 04:00:00,Rotterdam,Singapore,Europe,Southeast Asia,Suez Corridor,Indian-Atlantic Side,Container,Textiles,6139.1,18.2,14.06,0.0,0.6,None,0.0,0.6,14.66,0.2,1.012,2025-04-10 05:31:40.576689612,2025-04-10 19:56:19.975559602,on_time
SHP-0005769,2025-01-18 10:00:00,Singapore,Houston,Southeast Asia,North America,Pacific Crossing,Pacific Side,Container,Machinery,8812.3,22.2,16.57,0.29,1.57,Strait of Malacca Tension,1.51,3.37,19.94,0.523,1.131,2025-02-03 23:41:27.887126136,2025-02-07 08:37:34.725737317,delayed
SHP-0005770,2025-03-14 21:00:00,Santos,Mumbai,South America,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,8463.8,21.0,16.79,1.66,1.02,Suez Disruption,2.0,4.68,21.47,0.66,1.181,2025-03-31 15:55:38.948469447,2025-04-05 08:19:28.423879691,critical_delay
SHP-0005771,2025-11-04 10:00:00,Shanghai,Rotterdam,East Asia,Europe,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Textiles,5205.9,15.9,13.62,1.4,0.53,None,0.0,1.93,15.54,0.311,1.039,2025-11-18 00:49:30.153740278,2025-11-19 23:04:03.509813147,delayed
SHP-0005772,2025-02-15 19:00:00,Mumbai,Singapore,South Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Chemicals,2403.0,16.6,6.04,0.15,1.58,None,0.0,1.73,7.76,0.294,1.035,2025-02-21 19:52:35.394621597,2025-02-23 13:20:24.069180180,delayed
SHP-0005773,2025-05-22 08:00:00,Singapore,Santos,Southeast Asia,South America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,9809.7,15.6,26.25,0.0,1.61,None,0.0,1.61,27.86,0.284,1.032,2025-06-17 13:55:44.564756050,2025-06-19 04:31:56.697486977,delayed
SHP-0005774,2025-04-26 12:00:00,Shanghai,Sydney,East Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,4851.4,21.4,9.43,0.0,1.49,None,0.0,1.49,10.92,0.274,1.03,2025-05-05 22:18:33.565212599,2025-05-07 10:07:08.766864042,on_time
SHP-0005775,2025-10-10 16:00:00,Shanghai,Singapore,East Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,2342.6,16.7,5.86,0.9,1.7,None,0.0,2.6,8.46,0.367,1.052,2025-10-16 12:36:00.978252091,2025-10-19 03:04:32.890718752,delayed
SHP-0005776,2025-03-06 09:00:00,Rotterdam,Santos,Europe,South America,Atlantic Crossing,Atlantic Side,Container,Food,5278.4,17.7,12.41,1.61,0.81,None,0.0,2.42,14.83,0.352,1.048,2025-03-18 18:51:24.074046325,2025-03-21 04:55:44.454289716,delayed
SHP-0005777,2025-02-14 14:00:00,Shanghai,Los Angeles,East Asia,North America,Pacific Crossing,Pacific Side,Bulk Carrier,Food,5758.5,13.5,17.72,1.11,0.43,Hormuz Tension,1.47,3.01,20.72,0.502,1.128,2025-03-04 07:10:22.161843624,2025-03-07 07:20:15.889804722,delayed
SHP-0005778,2025-09-29 18:00:00,Rotterdam,Singapore,Europe,Southeast Asia,Suez Corridor,Indian-Atlantic Side,Container,Food,6139.1,20.8,12.33,1.09,0.7,None,0.0,1.79,14.12,0.299,1.036,2025-10-12 01:48:46.571267632,2025-10-13 20:46:37.650127900,delayed
SHP-0005779,2025-03-19 02:00:00,Santos,Durban,South America,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,4649.8,14.7,13.22,0.79,0.72,None,0.0,1.51,14.73,0.276,1.03,2025-04-01 07:12:33.092780068,2025-04-02 19:31:24.872721329,delayed
SHP-0005780,2025-07-30 13:00:00,Singapore,Dubai,Southeast Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Machinery,3593.1,18.1,8.27,0.76,1.38,None,0.0,2.14,10.42,0.328,1.043,2025-08-07 19:35:34.081455209,2025-08-09 22:59:30.901771872,delayed
SHP-0005781,2025-05-03 11:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Food,8263.9,22.0,15.65,0.32,0.78,None,0.0,1.1,16.75,0.241,1.022,2025-05-19 02:39:01.977063125,2025-05-20 04:58:22.105677218,on_time
SHP-0005782,2025-10-27 18:00:00,Shanghai,Los Angeles,East Asia,North America,Pacific Crossing,Pacific Side,Bulk Carrier,Textiles,5758.5,15.2,15.84,0.35,0.69,None,0.0,1.04,16.87,0.236,1.021,2025-11-12 14:03:12.193753947,2025-11-13 14:54:03.357383616,on_time
SHP-0005783,2025-09-01 19:00:00,Santos,Los Angeles,South America,North America,Panama Corridor,Atlantic-Pacific Side,Tanker,Chemicals,5906.0,17.9,13.72,0.0,0.46,None,0.0,0.46,14.18,0.189,1.009,2025-09-15 12:17:41.503964553,2025-09-15 23:24:58.432525827,on_time
SHP-0005784,2025-10-06 01:00:00,Houston,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,9167.1,13.9,27.5,0.27,0.89,None,0.0,1.16,28.66,0.246,1.023,2025-11-02 12:57:21.006900463,2025-11-03 16:43:55.427400341,on_time
SHP-0005785,2025-01-29 06:00:00,Dubai,Durban,Middle East,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,4091.2,13.2,12.91,0.86,0.43,None,0.0,1.29,14.2,0.257,1.026,2025-02-11 03:55:43.374345536,2025-02-12 10:49:55.481876618,on_time
SHP-0005786,2025-02-11 04:00:00,Houston,Santos,North America,South America,Panama Corridor,Atlantic-Pacific Side,Tanker,Food,4717.5,12.1,16.19,1.13,1.44,None,0.0,2.57,18.77,0.364,1.051,2025-02-27 08:36:54.335541539,2025-03-01 22:23:21.978436689,delayed
SHP-0005787,2025-03-04 14:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Machinery,8263.9,21.9,15.7,0.1,0.85,None,0.0,0.95,16.65,0.229,1.019,2025-03-20 06:43:06.517537302,2025-03-21 05:32:22.399229624,on_time
SHP-0005788,2025-03-16 13:00:00,Singapore,Durban,Southeast Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Food,5190.8,20.1,10.75,0.0,0.65,None,0.0,0.65,11.4,0.204,1.013,2025-03-27 06:59:46.004245180,2025-03-27 22:40:50.396229338,on_time
SHP-0005789,2025-08-09 01:00:00,Durban,Dubai,Africa,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,4091.2,13.7,12.44,0.65,1.38,None,0.0,2.03,14.48,0.319,1.041,2025-08-21 11:37:50.708489701,2025-08-23 12:24:12.907172111,delayed
SHP-0005790,2025-07-29 11:00:00,Los Angeles,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Machinery,8632.7,21.5,16.74,0.89,1.33,None,0.0,2.22,18.96,0.335,1.044,2025-08-15 04:44:15.217999840,2025-08-17 10:06:36.498392760,delayed
SHP-0005791,2025-03-01 09:00:00,Shanghai,Singapore,East Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Machinery,2342.6,20.1,4.86,0.41,1.33,None,0.0,1.74,6.6,0.295,1.035,2025-03-06 05:40:19.704470684,2025-03-07 23:24:44.475861473,delayed
SHP-0005792,2025-10-05 06:00:00,Santos,Shanghai,South America,East Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,11429.9,12.4,38.42,0.0,1.53,None,0.0,1.53,39.95,0.278,1.031,2025-11-12 16:04:56.115479631,2025-11-14 04:52:35.213447694,delayed
SHP-0005793,2025-04-12 16:00:00,Santos,Durban,South America,Africa,Cape Diversion,Indian-Atlantic Side,Container,Machinery,4649.8,19.2,10.11,1.07,1.42,Strait of Malacca Tension,1.88,4.36,14.47,0.627,1.167,2025-04-22 18:38:02.888924441,2025-04-27 03:15:21.072078218,critical_delay
SHP-0005794,2025-10-13 16:00:00,Durban,Sydney,Africa,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Food,6492.4,21.7,12.46,0.74,0.8,None,0.0,1.54,14.0,0.279,1.031,2025-10-26 02:59:45.080921443,2025-10-27 16:01:06.760884426,delayed
SHP-0005795,2025-11-03 23:00:00,Durban,Singapore,Africa,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,5190.8,22.3,9.68,0.0,1.72,None,0.0,1.72,11.4,0.293,1.034,2025-11-13 15:23:58.090556031,2025-11-15 08:35:13.662065702,delayed
SHP-0005796,2025-04-19 02:00:00,Houston,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Food,8093.2,19.6,17.19,0.35,0.84,None,0.0,1.18,18.38,0.249,1.024,2025-05-06 06:39:33.008496226,2025-05-07 11:05:52.924494456,on_time
SHP-0005797,2025-07-15 09:00:00,Rotterdam,Santos,Europe,South America,Atlantic Crossing,Atlantic Side,Container,Electronics,5278.4,20.8,10.6,0.63,1.59,None,0.0,2.21,12.81,0.334,1.044,2025-07-25 23:18:09.685257917,2025-07-28 04:25:25.759085600,delayed
SHP-0005798,2025-04-12 12:00:00,Dubai,Durban,Middle East,Africa,Cape Diversion,Indian-Atlantic Side,Container,Food,4091.2,15.4,11.1,1.58,1.75,None,0.0,3.33,14.43,0.428,1.067,2025-04-23 14:22:44.660201600,2025-04-26 22:22:53.029807129,delayed
SHP-0005799,2025-08-18 21:00:00,Mumbai,Rotterdam,South Asia,Europe,Suez Corridor,Indian-Atlantic Side,Container,Auto Parts,3936.1,18.5,8.86,2.0,1.0,Port Strike,0.82,3.82,12.68,0.526,1.112,2025-08-27 17:42:24.510839699,2025-08-31 13:20:52.872888960,delayed
SHP-0005800,2025-09-20 22:00:00,Houston,Rotterdam,North America,Europe,Atlantic Crossing,Atlantic Side,Bulk Carrier,Machinery,4358.4,14.6,12.44,0.14,1.64,Strait of Malacca Tension,2.07,3.85,16.29,0.597,1.165,2025-10-03 08:32:50.411414120,2025-10-07 05:02:05.820649687,delayed
SHP-0005801,2025-05-28 11:00:00,Durban,Santos,Africa,South America,Cape Diversion,Indian-Atlantic Side,Container,Food,4649.8,19.8,9.78,0.96,1.74,None,0.0,2.7,12.48,0.375,1.054,2025-06-07 05:48:15.250154590,2025-06-09 22:32:44.169965810,delayed
SHP-0005802,2025-05-26 03:00:00,Mumbai,Durban,South Asia,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,4339.4,12.7,14.24,1.49,1.48,None,0.0,2.97,17.21,0.398,1.059,2025-06-09 08:44:13.713958515,2025-06-12 08:06:29.471764282,delayed
SHP-0005803,2025-11-04 03:00:00,Mumbai,Los Angeles,South Asia,North America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,8632.7,21.1,17.06,0.27,1.53,Red Sea Tension,2.12,3.92,20.98,0.63,1.17,2025-11-21 04:21:15.023886540,2025-11-25 02:26:07.420215143,delayed
SHP-0005804,2025-04-04 09:00:00,Durban,Sydney,Africa,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,6492.4,14.5,18.67,0.0,1.67,None,0.0,1.67,20.34,0.289,1.033,2025-04-23 01:04:59.747117439,2025-04-24 17:04:21.677615019,delayed
SHP-0005805,2025-09-23 18:00:00,Rotterdam,Durban,Europe,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,5820.3,11.4,21.31,0.0,1.53,None,0.0,1.53,22.84,0.278,1.031,2025-10-15 01:31:23.110020373,2025-10-16 14:16:11.186945808,delayed
SHP-0005806,2025-04-26 05:00:00,Rotterdam,Singapore,Europe,Southeast Asia,Suez Corridor,Indian-Atlantic Side,Container,Food,6139.1,16.7,15.34,1.05,1.06,Customs Slowdown,1.01,3.12,18.46,0.486,1.107,2025-05-11 13:02:40.692997708,2025-05-14 16:01:44.040517812,delayed
SHP-0005807,2025-07-24 15:00:00,Mumbai,Houston,South Asia,North America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,8888.9,11.7,31.53,1.11,0.99,None,0.0,2.1,33.63,0.325,1.042,2025-08-25 03:44:19.843021167,2025-08-27 06:12:35.543625428,delayed
SHP-0005808,2025-01-17 19:00:00,Mumbai,Santos,South Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,8463.8,15.3,23.12,0.14,0.59,None,0.0,0.72,23.84,0.21,1.014,2025-02-09 21:45:48.136181391,2025-02-10 15:09:44.938998673,on_time
SHP-0005809,2025-05-21 22:00:00,Shanghai,Dubai,East Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,3955.7,12.7,13.01,0.46,1.55,None,0.0,2.01,15.02,0.318,1.04,2025-06-03 22:13:22.617471095,2025-06-05 22:34:20.136436331,delayed
SHP-0005810,2025-06-23 11:00:00,Rotterdam,Los Angeles,Europe,North America,Atlantic Crossing,Atlantic Side,Tanker,Electronics,4851.5,17.7,11.4,1.48,1.61,Suez Disruption,1.92,5.01,16.41,0.682,1.185,2025-07-04 20:40:31.904585279,2025-07-09 20:49:09.879300304,critical_delay
SHP-0005811,2025-11-14 22:00:00,Sydney,Durban,Oceania,Africa,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,6492.4,13.8,19.67,0.0,0.82,Hormuz Tension,1.73,2.55,22.22,0.481,1.13,2025-12-04 14:08:07.143012490,2025-12-07 03:18:18.867881540,delayed
SHP-0005812,2025-01-04 15:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Electronics,8263.9,19.8,17.43,0.59,1.28,None,0.0,1.87,19.3,0.306,1.037,2025-01-22 01:19:18.135468828,2025-01-23 22:16:36.335195077,delayed
SHP-0005813,2025-08-31 08:00:00,Shanghai,Sydney,East Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,4851.4,18.0,11.23,0.95,1.13,None,0.0,2.08,13.31,0.323,1.042,2025-09-11 13:33:45.250969196,2025-09-13 15:29:07.686589067,delayed
SHP-0005814,2025-08-16 22:00:00,Santos,Houston,South America,North America,Panama Corridor,Atlantic-Pacific Side,Bulk Carrier,Electronics,4717.5,15.1,13.05,0.57,1.49,None,0.0,2.07,15.12,0.322,1.041,2025-08-29 23:18:56.128156263,2025-09-01 00:52:52.748895112,delayed
SHP-0005815,2025-09-19 12:00:00,Durban,Dubai,Africa,Middle East,Cape Diversion,Indian-Atlantic Side,Tanker,Textiles,4091.2,15.0,11.36,1.02,1.39,None,0.0,2.41,13.77,0.351,1.048,2025-09-30 20:33:41.664829705,2025-10-03 06:27:20.204366431,delayed
SHP-0005816,2025-08-28 03:00:00,Singapore,Los Angeles,Southeast Asia,North America,Pacific Crossing,Pacific Side,Container,Chemicals,7786.4,22.6,14.35,0.26,1.57,None,0.0,1.83,16.18,0.303,1.037,2025-09-11 11:25:57.952265456,2025-09-13 07:24:35.041419000,delayed
SHP-0005817,2025-06-28 01:00:00,Mumbai,Dubai,South Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,1191.1,14.3,3.47,1.48,1.06,None,0.0,2.54,6.01,0.362,1.051,2025-07-01 12:18:41.057796660,2025-07-04 01:20:00.912003987,delayed
SHP-0005818,2025-09-29 19:00:00,Mumbai,Los Angeles,South Asia,North America,Cape Diversion,Indian-Atlantic Side,Tanker,Chemicals,8632.7,15.8,22.79,0.0,0.51,None,0.0,0.51,23.31,0.193,1.01,2025-10-22 13:58:51.331694623,2025-10-23 02:19:14.702666122,on_time
SHP-0005819,2025-07-28 11:00:00,Durban,Santos,Africa,South America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,4649.8,16.2,11.96,0.86,0.47,None,0.0,1.33,13.29,0.261,1.027,2025-08-09 09:56:11.484521180,2025-08-10 17:56:50.244626869,on_time
SHP-0005820,2025-12-01 22:00:00,Santos,Houston,South America,North America,Panama Corridor,Atlantic-Pacific Side,Bulk Carrier,Textiles,4717.5,12.0,16.43,0.01,1.1,None,0.0,1.12,17.55,0.243,1.022,2025-12-18 08:17:04.137988038,2025-12-19 11:05:51.579000807,on_time
SHP-0005821,2025-10-03 06:00:00,Shanghai,Sydney,East Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Tanker,Chemicals,4851.4,16.6,12.21,0.4,0.48,Customs Slowdown,0.9,1.78,13.99,0.366,1.075,2025-10-15 11:00:53.387770625,2025-10-17 05:50:45.521180352,delayed
SHP-0005822,2025-03-28 00:00:00,Mumbai,Shanghai,South Asia,East Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,3097.7,16.8,7.66,0.24,1.73,None,0.0,1.97,9.64,0.315,1.039,2025-04-04 15:52:38.666710375,2025-04-06 15:15:36.965845344,delayed
SHP-0005823,2025-08-10 11:00:00,Singapore,Santos,Southeast Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Food,9809.7,19.0,21.52,0.06,0.81,None,0.0,0.88,22.4,0.223,1.018,2025-08-31 23:34:16.163960787,2025-09-01 20:34:38.368569852,on_time
SHP-0005824,2025-01-14 05:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Tanker,Textiles,8506.0,18.0,19.72,0.51,1.76,None,0.0,2.27,21.98,0.339,1.045,2025-02-02 22:10:06.344905411,2025-02-05 04:32:22.836401871,delayed
SHP-0005825,2025-03-04 14:00:00,Shanghai,Houston,East Asia,North America,Pacific Crossing,Pacific Side,Container,Food,6716.7,18.7,15.01,1.27,1.67,None,0.0,2.94,17.95,0.395,1.059,2025-03-19 14:07:59.954521298,2025-03-22 12:46:54.703331034,delayed
